"id","boro_ct2000","median_hh_income"
1514,"3051200","31393"
1554,"3051300","30000"
207,"3051400","32103"
952,"3051500","36107"
208,"3051600","25148"
209,"3051700","48542"
210,"3051800","40833"
1555,"3051900","34704"
211,"3052000","34677"
1515,"3052200","75889"
995,"3052300","22652"
1020,"3052400","50972"
996,"3052500","12069"
212,"3052600","34881"
712,"3052700","22680"
213,"3052800","48750"
713,"3052900","17216"
214,"3053000","30571"
1599,"3053100","22796"
215,"3053200","41750"
216,"3053300","12209"
217,"3053400","23955"
1134,"3053500","16434"
218,"3053600","31429"
795,"3053700","16750"
219,"3053800","28407"
1650,"3053900","16917"
220,"3054000","36607"
221,"3054200","32083"
1771,"3054300","0"
222,"3054400","42733"
1651,"3054500","13454"
1159,"3054600","35469"
1913,"3054700","15379"
1160,"3054800","50227"
2074,"3054900","29722"
223,"3055000","29148"
224,"3055100","27083"
225,"3055200","33870"
1538,"3055300","34679"
664,"3055400","28291"
1043,"3055500","50132"
584,"3055600","37828"
1539,"3055700","40086"
226,"3055800","24750"
701,"3055900","64286"
227,"3056000","40913"
228,"3056200","51300"
229,"3056300","31238"
230,"3056400","46359"
231,"3056500","32418"
232,"3056600","42036"
233,"3056700","37835"
234,"3056800","48125"
235,"3056900","40143"
236,"3057000","38750"
644,"3057100","35282"
237,"3057200","15361"
238,"3057300","35588"
239,"3057400","58519"
984,"3057500","30056"
282,"3057600","45354"
2134,"3057700","60096"
283,"3057800","37262"
985,"3057900","23445"
284,"3058000","29471"
678,"3058200","24738"
1208,"3058400","37992"
285,"3058600","44177"
1002,"3058800","38866"
1257,"3058900","41552"
1003,"3059000","46188"
286,"3059100","33047"
287,"3059200","39375"
2076,"3059300","35208"
288,"3059401","35065"
289,"3059402","47923"
290,"3059600","35000"
1016,"3059800","43017"
291,"3060000","42582"
1004,"3060600","29405"
1253,"3060800","42792"
2050,"3061001","19490"
1252,"3061002","27361"
2051,"3061200","69013"
336,"3061400","65667"
792,"3061600","70119"
652,"3061800","79118"
1267,"3062200","41130"
1017,"3062600","41733"
27,"3062800","59294"
337,"3063200","45645"
338,"3063600","76854"
339,"3063800","53603"
340,"3064000","64297"
641,"3064200","38182"
665,"3064400","49653"
341,"3064600","59620"
342,"3064800","61902"
343,"3065000","50500"
344,"3065200","63958"
345,"3065400","67438"
346,"3065600","60098"
347,"3065800","63250"
348,"3066000","65833"
1413,"3066200","48419"
2038,"3066600","0"
349,"3067000","50901"
350,"3067200","39875"
351,"3067400","51146"
352,"3067600","55119"
353,"3067800","50536"
354,"3068000","59167"
355,"3068200","51852"
356,"3068600","43393"
357,"3068800","52391"
358,"3069000","56786"
359,"3069200","51914"
1828,"3069600","48492"
360,"3069800","75735"
1573,"3070000","53229"
2163,"3070201","67986"
2115,"3070202","53750"
1387,"3070203","0"
2164,"3070600","68348"
880,"3072000","34712"
881,"3072200","46389"
1352,"3072400","47861"
1570,"3072600","65163"
292,"3072800","45775"
1567,"3073000","50598"
1571,"3073200","62750"
293,"3073400","55735"
1568,"3073600","45944"
294,"3073800","37833"
295,"3074000","38208"
1831,"3074200","50085"
296,"3074400","66563"
297,"3074600","48466"
298,"3074800","57500"
299,"3075000","47976"
270,"3075200","65227"
300,"3075400","92663"
301,"3075600","54236"
830,"3075800","50662"
302,"3076000","31888"
303,"3076200","30275"
304,"3076400","30328"
717,"3076600","38796"
1233,"3077000","41775"
1232,"3077200","47730"
1832,"3077400","34583"
1157,"3077600","41179"
1158,"3078000","60270"
1146,"3078200","30678"
305,"3078400","51972"
1605,"3078600","33822"
1235,"3078800","26353"
306,"3079000","32310"
307,"3079200","24878"
1201,"3079400","32014"
1141,"3079600","29879"
1001,"3079800","29747"
308,"3080000","42225"
829,"3080200","31919"
309,"3080400","26287"
310,"3080600","34831"
1472,"3081000","32784"
1473,"3081200","0"
311,"3081400","45179"
1375,"3081600","39333"
312,"3081800","30144"
1142,"3082000","28015"
1143,"3082200","29091"
313,"3082400","31193"
1161,"3082600","36866"
1110,"3082800","25946"
1147,"3083000","27623"
314,"3083200","49231"
551,"3083400","58990"
315,"3083600","45292"
316,"3083800","57623"
317,"3084000","50125"
704,"3084200","53750"
318,"3084400","36500"
319,"3084600","44569"
320,"3084800","47115"
321,"3085000","63807"
1431,"3085200","0"
679,"3085400","50817"
1421,"3085600","33796"
1422,"3085800","32972"
1432,"3086000","43548"
322,"3086200","30291"
323,"3086400","40094"
324,"3086600","38646"
325,"3086800","33317"
326,"3087000","31919"
1354,"3087200","45429"
1355,"3087401","23311"
1356,"3087402","0"
1162,"3087600","31958"
327,"3087800","29260"
1064,"3088000","37434"
1410,"3088200","27348"
1302,"3088400","23879"
2025,"3088600","29271"
2045,"3088800","30299"
328,"3089000","23431"
1391,"3089200","21717"
1392,"3089400","32619"
329,"3089600","28893"
330,"3089800","37331"
1393,"3090000","17869"
332,"3090200","18348"
333,"3090400","29702"
1380,"3090600","10805"
707,"3090800","12899"
1790,"3091000","7987"
1791,"3091200","8182"
334,"3091400","20677"
335,"3091600","23967"
1665,"3091800","24934"
1666,"3092000","28125"
1757,"3092200","30703"
389,"3092800","38009"
390,"3093000","35296"
872,"3093400","33142"
1436,"3093600","47688"
1443,"3093800","34238"
391,"3094000","45357"
873,"3094200","41324"
1606,"3094401","50237"
1362,"3094402","14728"
1607,"3095000","48036"
392,"3095400","42045"
1369,"3095600","48934"
2122,"3095800","52109"
2123,"3096000","66250"
1247,"3096200","35703"
393,"3096400","45929"
394,"3096600","50536"
395,"3096800","45329"
396,"3097000","37527"
647,"3097400","48707"
397,"3098200","15300"
398,"3098400","54286"
399,"3098600","54444"
1370,"3098800","42500"
1371,"3099000","42283"
400,"3099200","46354"
387,"3099400","49635"
401,"3099600","45345"
2209,"3099800","52614"
402,"3100400","51328"
403,"3100600","49572"
404,"3100800","55375"
405,"3101000","44844"
1372,"3101200","48854"
406,"3101400","48355"
407,"3101600","75319"
1414,"3101800","50769"
408,"3102000","58800"
781,"3102200","46046"
409,"3102400","49250"
410,"3102600","50192"
685,"3102800","58796"
2210,"3103400","15524"
1415,"3105800","16919"
1693,"3107000","0"
1682,"3107800","41196"
1758,"3109800","33750"
1376,"3110000","33056"
1377,"3110200","23716"
770,"3110600","20625"
361,"3111000","15722"
1394,"3111200","30921"
1395,"3111400","23421"
709,"3111800","26861"
1368,"3112000","30145"
1363,"3112200","26778"
362,"3112400","32284"
363,"3112600","21738"
364,"3112800","25802"
365,"3113000","18333"
1664,"3113200","20288"
366,"3113400","11204"
1427,"3113600","2499"
1428,"3113800","12583"
765,"3114000","17750"
1577,"3114201","37422"
1602,"3114202","40039"
367,"3114600","31171"
368,"3114800","21081"
369,"3115000","22212"
370,"3115200","17308"
1818,"3115400","17019"
371,"3115600","12349"
1819,"3115800","35496"
372,"3116000","23281"
373,"3116200","40104"
374,"3116400","37875"
1347,"3116600","25833"
1348,"3116800","30264"
375,"3117000","18250"
376,"3117201","37875"
377,"3117202","29292"
751,"3117400","33250"
752,"3117601","28587"
662,"3117602","27244"
2014,"3117800","35625"
1587,"3118000","0"
934,"3118201","30993"
1550,"3118202","36179"
1548,"3118400","33109"
1408,"3118600","31959"
1047,"3118800","21683"
2053,"3119000","25093"
1699,"3119200","26585"
378,"3119400","30250"
1551,"3119600","29188"
1523,"3120000","30556"
1524,"3120200","35741"
1388,"3120800","30568"
1382,"3121000","9919"
1364,"3121400","8927"
1795,"3122000","25807"
2143,"4000100","85898"
653,"4000200","38333"
1549,"4000400","41845"
1546,"4000600","45225"
1121,"4000700","45189"
1547,"4000800","37201"
379,"4001000","45694"
1476,"4001200","40529"
380,"4001400","46014"
381,"4001600","51250"
633,"4001800","47841"
1144,"4001900","37063"
634,"4002000","62813"
1264,"4002200","47031"
1005,"4002400","50893"
1513,"4002500","11055"
1006,"4002600","42378"
1145,"4002700","26875"
382,"4002800","37135"
890,"4002900","32994"
1193,"4003000","58750"
383,"4003100","33819"
384,"4003200","45000"
1407,"4003400","38370"
891,"4003500","44286"
1829,"4003600","43438"
2145,"4003700","11625"
385,"4003800","42908"
386,"4003900","32097"
1784,"4004001","41436"
1785,"4004002","31705"
388,"4004100","31410"
1830,"4004200","33000"
892,"4004300","15456"
1400,"4004401","35344"
1683,"4004402","39018"
748,"4004500","49668"
706,"4004700","23984"
893,"4004900","42150"
1419,"4005000","27411"
411,"4005100","36020"
1366,"4005200","33220"
749,"4005300","38240"
1367,"4005400","44958"
666,"4005500","33611"
757,"4005700","35290"
1507,"4005800","46563"
758,"4005900","41520"
876,"4006100","31010"
1794,"4006200","45261"
2098,"4006300","32730"
925,"4006500","37169"
926,"4006700","53036"
924,"4006900","35620"
2099,"4007100","35909"
2100,"4007300","42019"
790,"4007500","30983"
791,"4007700","39340"
442,"4007900","33807"
1073,"4008100","29650"
1072,"4008300","35781"
1521,"4008600","45431"
2144,"4008700","14755"
2213,"4008800","46691"
1608,"4009100","41000"
443,"4009400","36341"
937,"4009500","39828"
747,"4009600","40406"
1341,"4009700","51495"
1051,"4009800","39943"
2147,"4009900","0"
1129,"4010000","55601"
1340,"4010100","50806"
444,"4010200","43589"
1516,"4010300","37413"
445,"4010400","41750"
1647,"4010500","23125"
446,"4010600","45396"
2148,"4010700","4792"
1279,"4010800","54073"
1052,"4011000","39122"
447,"4011100","41406"
448,"4011200","43015"
449,"4011300","33279"
450,"4011400","28571"
451,"4011500","36684"
439,"4011600","41772"
440,"4011700","41067"
1280,"4011800","37179"
331,"4011900","37500"
812,"4012000","45750"
452,"4012100","44375"
805,"4012200","37804"
453,"4012300","45536"
454,"4012400","44438"
455,"4012601","44722"
456,"4012602","46466"
457,"4012800","47969"
458,"4013000","38598"
1735,"4013200","32361"
1739,"4013400","40286"
1089,"4013500","39583"
412,"4013600","58281"
922,"4013700","34545"
637,"4013800","45863"
413,"4014000","41887"
923,"4014100","30542"
1078,"4014201","32068"
1079,"4014202","37625"
414,"4014300","34515"
806,"4014400","40125"
415,"4014500","37813"
416,"4014700","44125"
813,"4014800","32475"
417,"4014900","44630"
807,"4015000","37684"
1086,"4015100","39788"
703,"4015200","45240"
418,"4015300","40665"
419,"4015400","41848"
766,"4015500","39864"
420,"4015600","42583"
767,"4015700","30903"
992,"4015800","42329"
768,"4015900","33936"
421,"4016100","45383"
1087,"4016300","25102"
422,"4016400","55625"
423,"4016600","42791"
424,"4016800","45296"
861,"4016900","43205"
425,"4017000","47202"
1688,"4017100","0"
426,"4017200","38438"
427,"4017400","57500"
428,"4017600","41321"
1250,"4017800","45313"
1621,"4017900","29250"
429,"4018000","50278"
1117,"4018100","34932"
1286,"4018200","33194"
1118,"4018300","42299"
2183,"4018401","31477"
1269,"4018402","50625"
430,"4018500","38482"
1287,"4018600","52639"
1097,"4018700","41275"
431,"4018800","44306"
971,"4018900","38000"
432,"4019000","38241"
433,"4019100","0"
434,"4019200","39519"
435,"4019401","58203"
993,"4019402","43971"
986,"4019600","39340"
2072,"4019700","44659"
991,"4019800","26667"
987,"4020200","48276"
436,"4020400","28848"
2077,"4020501","41731"
1420,"4020502","41106"
437,"4020600","36446"
1275,"4020800","40000"
919,"4021200","28571"
1905,"4021400","43254"
1906,"4021600","42648"
2078,"4021900","76250"
1792,"4022001","43177"
1740,"4022002","42399"
1423,"4022900","0"
438,"4023000","49500"
441,"4023200","47131"
1417,"4023500","33280"
1271,"4023600","40230"
1272,"4023800","30746"
920,"4024000","31943"
1677,"4024300","39981"
921,"4024400","0"
1668,"4024500","41395"
1276,"4024600","2499"
482,"4024700","44000"
1205,"4024800","32813"
972,"4024900","36526"
1206,"4025000","15208"
1119,"4025100","38143"
483,"4025200","21085"
1120,"4025300","33682"
1689,"4025500","47143"
836,"4025700","34375"
988,"4025800","32292"
484,"4025900","36091"
1095,"4026000","22466"
485,"4026100","36104"
1096,"4026200","51307"
839,"4026300","33838"
1285,"4026400","39483"
840,"4026500","34127"
486,"4026600","16010"
487,"4026700","36342"
488,"4026900","31733"
489,"4027000","47614"
490,"4027100","34206"
491,"4027200","31756"
492,"4027300","35310"
493,"4027400","41270"
494,"4027500","36048"
1282,"4027600","34926"
495,"4027700","38074"
1283,"4027800","22528"
496,"4027900","42822"
632,"4028000","47596"
497,"4028100","41962"
2059,"4028200","51714"
498,"4028300","40025"
645,"4028400","55114"
499,"4028500","46276"
501,"4028700","37895"
2177,"4028800","44348"
502,"4028900","41639"
841,"4029100","36892"
2178,"4029200","42988"
842,"4029300","38438"
1306,"4029500","44231"
1307,"4029700","44643"
1312,"4029900","0"
1485,"4030400","55586"
646,"4030901","48398"
843,"4030902","41018"
2102,"4031700","45833"
1872,"4032000","46696"
503,"4032700","39881"
1301,"4032800","55625"
504,"4032900","47917"
883,"4033000","48706"
2150,"4033100","0"
2060,"4033401","50833"
904,"4033402","39792"
505,"4033700","34427"
506,"4033900","38281"
1624,"4034700","42321"
507,"4035100","36250"
932,"4035200","50313"
508,"4035300","34135"
1093,"4035500","39727"
1226,"4035800","51960"
509,"4036100","35000"
510,"4036300","50094"
1702,"4036500","35625"
2091,"4036600","42333"
1701,"4036700","42976"
2103,"4036800","49955"
1101,"4036900","45040"
511,"4037100","48821"
1703,"4037300","39688"
512,"4037500","38594"
1070,"4037600","46549"
513,"4037700","27708"
515,"4037900","32451"
1249,"4038100","33516"
2151,"4038300","51766"
459,"4038400","57708"
460,"4039400","48493"
2180,"4039800","62708"
461,"4039900","32340"
462,"4040000","47222"
463,"4040100","36517"
465,"4040200","47955"
466,"4040300","35551"
1061,"4040400","37034"
832,"4040500","34871"
833,"4040700","33750"
834,"4040900","40208"
1062,"4041000","63846"
467,"4041100","35938"
468,"4041300","36744"
938,"4041400","34540"
469,"4041500","36741"
1190,"4042000","74167"
668,"4042200","63750"
2104,"4042600","0"
1090,"4042700","36652"
1273,"4043200","61875"
470,"4043400","31645"
1679,"4043700","35182"
977,"4043900","34297"
939,"4044000","35179"
1215,"4044200","22460"
471,"4044300","31361"
918,"4044601","29038"
472,"4044602","31394"
473,"4044800","47976"
699,"4045000","49934"
1080,"4045200","47386"
1081,"4045400","46154"
800,"4045500","35320"
721,"4045600","51528"
474,"4045700","45197"
1659,"4045800","49279"
475,"4045900","41325"
917,"4046000","30053"
476,"4046100","36250"
973,"4046200","36840"
1528,"4046300","38929"
720,"4046400","60179"
1467,"4046500","43867"
1660,"4046600","51979"
477,"4046700","29394"
1216,"4046800","35200"
478,"4046900","37425"
479,"4047000","45592"
1517,"4047100","28393"
1627,"4047200","57765"
762,"4047300","40604"
1613,"4047500","41495"
1304,"4047600","94820"
1305,"4047800","44777"
1231,"4047900","36066"
480,"4048000","51071"
2070,"4048100","37143"
874,"4048200","49773"
481,"4048300","32288"
1294,"4048400","45577"
2137,"4048500","37651"
1223,"4048900","39750"
804,"4049200","37928"
1230,"4049301","43600"
1056,"4049302","50031"
760,"4049500","42227"
516,"4049600","57143"
1076,"4049700","41892"
642,"4049900","44900"
1296,"4050000","38125"
517,"4050201","52596"
518,"4050202","60227"
519,"4050400","42708"
1124,"4050500","51827"
520,"4050600","51033"
521,"4050700","53220"
546,"4050800","46250"
547,"4051000","58750"
2111,"4051100","49704"
548,"4051200","54130"
844,"4051300","41514"
1678,"4051500","40793"
1291,"4051600","59038"
2112,"4051700","33073"
549,"4051800","55361"
550,"4052000","44750"
1221,"4052100","48807"
1290,"4052200","71364"
552,"4052400","43819"
553,"4052500","45583"
554,"4052600","45227"
555,"4052700","41250"
2181,"4052800","47188"
961,"4052900","36464"
556,"4053000","46056"
557,"4053200","57162"
1292,"4053400","52708"
1265,"4053500","31071"
558,"4053600","52883"
1025,"4053800","64554"
1035,"4053900","37296"
643,"4054000","56425"
559,"4054200","53846"
560,"4054500","24841"
561,"4054700","30850"
761,"4054800","62216"
562,"4054900","30295"
563,"4055100","29275"
1116,"4055200","50568"
564,"4055300","33925"
1297,"4055400","56352"
1451,"4055500","30938"
565,"4055600","56250"
566,"4055700","33970"
567,"4055800","73824"
1447,"4055900","32292"
976,"4056000","48542"
1601,"4056100","0"
1639,"4056200","64375"
802,"4056400","55435"
1541,"4056500","29917"
688,"4056600","53550"
1418,"4056700","51544"
777,"4056800","48400"
1261,"4057700","38185"
1024,"4057800","50625"
1260,"4057900","32625"
522,"4058000","55750"
1258,"4058100","35909"
523,"4058300","39783"
524,"4058500","35268"
464,"4058700","35589"
1026,"4058800","45417"
526,"4058900","30078"
705,"4059000","65192"
527,"4059100","34544"
778,"4059200","53672"
528,"4059300","35547"
529,"4059400","68833"
1266,"4059500","35828"
530,"4059600","65469"
531,"4059800","54484"
532,"4059900","50391"
533,"4060000","65000"
1074,"4060100","47188"
779,"4060200","57045"
1075,"4060300","50847"
534,"4060400","55476"
535,"4060600","59875"
1222,"4060700","52321"
536,"4060800","66964"
858,"4061000","73750"
537,"4061200","76408"
1433,"4061300","42722"
631,"4061400","63482"
538,"4061601","71144"
1641,"4061602","56310"
1611,"4061800","55375"
1496,"4061900","42788"
1068,"4062000","59688"
1559,"4062100","46008"
694,"4062300","45845"
1069,"4062400","65885"
1434,"4062500","47600"
940,"4062600","54412"
500,"4062700","42292"
1442,"4062900","36563"
539,"4063000","65000"
1640,"4063200","60150"
731,"4063301","47500"
1263,"4063302","46250"
948,"4063500","49333"
1560,"4063700","50938"
1642,"4063800","58164"
1445,"4063900","45323"
1471,"4064101","31012"
1760,"4064102","46635"
1508,"4064500","47763"
1227,"4064600","58333"
1313,"4065000","63359"
2063,"4065400","60542"
1561,"4065500","52250"
1543,"4065600","55923"
540,"4065701","52765"
541,"4065702","46161"
542,"4065900","61063"
543,"4066000","65153"
544,"4066100","52273"
1632,"4066300","60817"
1922,"4066400","59375"
1633,"4066500","52163"
545,"4066700","52450"
1082,"4066900","54167"
577,"4067101","49808"
578,"4067102","56932"
579,"4067700","65982"
580,"4067900","35430"
2064,"4068000","66071"
1303,"4068200","63548"
857,"4068300","40205"
1614,"4068700","39308"
1866,"4069000","51131"
581,"4069300","38353"
1923,"4069400","51229"
582,"4069500","52031"
583,"4069701","31832"
585,"4069702","55048"
1029,"4070300","52019"
586,"4070700","60250"
587,"4070900","62663"
2023,"4071100","51336"
639,"4071301","46543"
1248,"4071302","46750"
2166,"4071600","47750"
801,"4071700","39845"
588,"4071900","35382"
589,"4072100","33402"
2024,"4072500","153712"
1589,"4072700","92378"
590,"4072900","49635"
1509,"4073100","57096"
856,"4073300","101129"
1590,"4073500","119027"
2026,"4073700","51367"
591,"4073900","55000"
592,"4074100","49625"
593,"4074300","36824"
594,"4074500","28750"
1048,"4074700","56125"
1769,"4075700","56267"
1486,"4076600","16473"
2179,"4076800","51094"
2065,"4076901","56172"
2066,"4076902","47105"
902,"4077100","100833"
2067,"4077300","59605"
1762,"4077500","48451"
950,"4077901","39070"
640,"4077902","56862"
1694,"4077903","46610"
595,"4077904","53708"
1210,"4077905","56059"
2184,"4078800","48523"
2182,"4079000","32578"
1672,"4079200","38664"
1424,"4079300","0"
1766,"4079700","37897"
596,"4079900","52500"
1241,"4080301","38556"
1425,"4080302","61452"
1242,"4080900","47867"
1669,"4081400","52730"
1240,"4081800","49631"
1767,"4083700","49766"
877,"4083800","52179"
1251,"4084000","47908"
1104,"4084500","32609"
900,"4084601","43167"
1823,"4084602","53646"
597,"4085100","32235"
598,"4085300","30886"
734,"4085500","33343"
1085,"4085700","30984"
1105,"4085900","37027"
568,"4086100","36289"
735,"4086300","36005"
1130,"4086400","60505"
736,"4086500","25395"
569,"4086700","33583"
570,"4087100","23306"
1662,"4087500","35682"
2214,"4088400","60056"
2172,"4088901","34107"
698,"4088902","61250"
2162,"4089200","57108"
1044,"4090700","45956"
1461,"4091601","58276"
1462,"4091602","85489"
2039,"4091800","0"
714,"4091900","49926"
1259,"4092200","90929"
715,"4092500","42802"
571,"4092800","82745"
1871,"4092900","51211"
1723,"4093400","42133"
1725,"4093800","37902"
1874,"4093900","45893"
2055,"4094201","26580"
1192,"4094202","17917"
2056,"4094203","34844"
1661,"4094500","62870"
693,"4094700","50929"
1512,"4095200","15714"
1518,"4096200","40219"
1675,"4096400","46445"
1741,"4097201","18450"
1742,"4097202","27535"
2158,"4097300","63828"
2159,"4098100","53281"
999,"4098700","50122"
1066,"4099100","62341"
1658,"4099200","25179"
941,"4099701","52756"
2169,"4099702","58253"
1455,"4099800","29920"
879,"4099900","0"
1657,"4100800","43513"
2089,"4101001","23721"
1534,"4101002","13776"
695,"4101700","47647"
572,"4102900","49722"
989,"4103201","22904"
2090,"4103202","34942"
574,"4103300","57165"
2153,"4103900","54366"
738,"4104700","48395"
575,"4105900","51196"
1138,"4107201","51818"
2167,"4107202","0"
1010,"4108101","75086"
576,"4108102","56172"
696,"4108300","54050"
2135,"4109100","71576"
896,"4109700","66071"
1011,"4109900","54656"
1224,"4111300","76890"
1225,"4112300","46964"
599,"4112900","66500"
1012,"4113300","62125"
600,"4113900","53468"
697,"4114100","70455"
601,"4114700","80822"
831,"4115100","82453"
1155,"4115500","41471"
602,"4115700","48500"
739,"4115900","39899"
603,"4116100","34273"
737,"4116300","32500"
1156,"4116700","36895"
1153,"4117100","34470"
1154,"4117500","48027"
604,"4118100","49680"
605,"4118500","39219"
525,"4118700","40938"
1578,"4118900","41105"
573,"4119100","41503"
618,"4119300","36173"
619,"4119500","66741"
620,"4119900","54458"
1579,"4120100","36645"
621,"4120300","54000"
622,"4120500","33405"
1909,"4120700","49688"
636,"4121100","0"
623,"4121500","40285"
624,"4122300","51935"
1092,"4122701","50008"
1094,"4122702","23079"
626,"4124100","59096"
627,"4124700","66473"
1610,"4125700","52541"
1612,"4126500","60250"
635,"4126700","57750"
628,"4127300","72112"
1628,"4127500","91873"
1636,"4128300","112820"
1510,"4129101","51997"
1293,"4129102","69474"
1298,"4130100","46680"
2203,"4131900","0"
1067,"4133300","79397"
629,"4133900","81614"
606,"4134100","70636"
1060,"4134700","50661"
1522,"4136700","45846"
2161,"4137700","51272"
2083,"4138501","59526"
945,"4138502","0"
907,"4139900","72639"
1637,"4140300","58220"
607,"4140901","66250"
608,"4140902","60644"
1916,"4141701","61324"
609,"4141702","45385"
979,"4142900","64153"
610,"4143500","61125"
908,"4144100","57794"
1228,"4144700","43586"
980,"4145101","67917"
1229,"4145102","52061"
1914,"4145900","58125"
611,"4146300","47552"
824,"4146700","52280"
2097,"4147100","54432"
1483,"4147900","61530"
957,"4148300","85183"
947,"4150701","73229"
1484,"4150702","61579"
1638,"4152901","59762"
1440,"4152902","55101"
1653,"4155101","55724"
1654,"4155102","50637"
1635,"4156700","6771"
728,"4157101","60117"
1441,"4157102","66103"
612,"4157901","58226"
613,"4157902","65774"
616,"4157903","52188"
1681,"4161700","63250"
1629,"4162100","53812"
1308,"5000300","37813"
1928,"5000600","41000"
2047,"5000700","35843"
1768,"5000800","51404"
617,"5000900","35703"
1310,"5001100","37321"
1805,"5001500","49531"
1311,"5001700","44444"
1925,"5001800","33409"
1861,"5002001","50859"
1700,"5002002","51741"
1309,"5002100","39967"
933,"5002700","30227"
1338,"5002900","17019"
1339,"5003300","55568"
2057,"5003600","50671"
1730,"5003900","48271"
2058,"5004000","30616"
1731,"5004700","57500"
1841,"5005000","48600"
2155,"5005900","59811"
2085,"5006400","40069"
1840,"5006500","65776"
2086,"5007000","51510"
630,"5007400","30604"
2207,"5007500","49393"
2208,"5007700","43583"
2048,"5008100","34085"
1781,"5008900","0"
1850,"5009100","82081"
1917,"5009601","44599"
1199,"5009602","52596"
1806,"5009700","45938"
1324,"5010500","50586"
1837,"5011201","54732"
2046,"5011202","53274"
1838,"5011401","37656"
708,"5011402","57469"
1474,"5012100","76675"
1786,"5012200","55705"
1475,"5012500","42260"
2068,"5012803","45871"
2069,"5012804","47794"
1013,"5013201","67898"
1630,"5013203","63533"
1262,"5013204","59250"
1342,"5013301","12300"
2195,"5013302","36042"
1557,"5013400","64542"
2054,"5013800","66932"
2196,"5014100","41528"
1649,"5014603","64892"
2170,"5014604","56152"
2152,"5014605","63222"
2160,"5014606","61024"
2156,"5014700","62964"
1444,"5015100","60152"
964,"5015400","0"
2171,"5015601","61463"
2082,"5015602","72292"
1631,"5015603","62534"
1540,"5016901","68403"
1836,"5016902","110375"
1737,"5017005","66348"
2084,"5017006","65526"
1882,"5017007","57500"
1883,"5017008","71632"
744,"5017009","75457"
1726,"5017010","67774"
1756,"5017300","39609"
1738,"5017600","75710"
1918,"5017700","83031"
1787,"5017900","75604"
1777,"5018500","8170"
1710,"5018701","57763"
1714,"5018702","61377"
1752,"5018901","57538"
2049,"5018902","67269"
1690,"5019600","66345"
1430,"5019700","72935"
942,"5020100","62095"
2087,"5020700","32759"
1727,"5020801","60528"
1900,"5020803","70885"
1353,"5020804","71927"
2042,"5021300","50101"
2088,"5021900","25556"
1645,"5022300","35804"
1901,"5022600","61278"
1646,"5023100","46827"
1435,"5023600","37222"
1325,"5023900","54301"
1876,"5024400","68073"
1326,"5024700","41964"
1898,"5024800","57209"
1748,"5025100","63750"
2173,"5027301","62989"
2174,"5027302","68017"
2165,"5027702","50164"
1761,"5027703","56346"
1429,"5027704","58804"
2175,"5027900","73875"
2129,"5029102","57708"
2131,"5029103","61954"
1330,"5029104","62260"
2040,"5030301","49962"
2041,"5030302","51867"
1189,"5031901","26821"
944,"5031902","32234"
1715,"5032300","51071"
